Date,VBK,BND,VTI,VWO
2005-04-08,46.735512,,43.961544,16.910982
2005-04-11,46.608658,,43.927147,16.974863
2005-04-12,46.871421999999995,,44.152683,16.999704
2005-04-13,46.228103999999995,,43.674839,16.861294
2005-04-14,45.231411,,43.158772,16.43187
2005-04-15,44.479385,,42.470688,16.155041
2005-04-18,44.678719,,42.623591999999995,16.112461
2005-04-19,45.412632,,42.982933,16.435417
2005-04-20,44.823685,,42.371269,16.176338
2005-04-21,45.720711,,43.174061,16.541885
2005-04-22,44.977715,,42.891186,16.424767000000003
2005-04-25,45.331097,,43.311684,16.577372
2005-04-26,45.131752,,42.845325,16.474455
2005-04-27,45.013954,,43.002033000000004,16.396378
2005-04-28,44.207558,,42.432457,16.059217
2005-04-29,44.25285,,42.940876,16.360879999999998
2005-05-02,44.542805,,43.158772,16.435417
2005-05-03,44.624352,,43.292564,16.321844
2005-05-04,45.122692,,43.663383,16.889689999999998
2005-05-05,45.412632,,43.583088000000004,16.900339000000002
2005-05-06,45.64822,,43.57164,16.98196
2005-05-09,45.920035999999996,,43.812469,17.038744
2005-05-10,45.503242,,43.414902000000005,16.687395000000002
2005-05-11,45.394515999999996,,43.632785999999996,16.783213
2005-05-12,44.986782,,43.13583,16.485101999999998
2005-05-13,44.778378000000004,,42.952351,16.446066000000002
2005-05-16,45.131752,,43.380497,16.556084
2005-05-17,45.530418,,43.67868,16.577372
2005-05-18,46.400257,,44.2062,16.98196
2005-05-19,46.735512,,44.404995,16.910982
2005-05-20,46.653969000000004,,44.34383,16.751278
2005-05-23,47.215725,,44.5732,16.769022
2005-05-24,47.152309,,44.5732,16.765472
2005-05-25,46.762699,,44.408798,16.701588
2005-05-26,47.224796000000005,,44.661125,16.769022
2005-05-27,47.587231,,44.729923,16.985512
2005-05-31,47.505672,,44.607597,16.836451
2005-06-01,47.759377,,44.978396999999994,16.928724
2005-06-02,47.994965,,45.047203,17.077782
2005-06-03,47.714065999999995,,44.787262,17.035196
2005-06-06,47.886227000000005,,44.859885999999996,17.184254
2005-06-07,47.922466,,44.890461,17.095526
2005-06-08,47.61441,,44.787262,17.020998000000002
2005-06-09,48.158051,,45.020447,17.141666
2005-06-10,48.121811,,44.963116,17.152313
2005-06-13,48.493301,,45.066326000000004,17.141666
2005-06-14,48.475189,,45.219238,17.205548999999998
2005-06-15,48.656403000000005,,45.280384000000005,17.450428
2005-06-16,49.335949,,45.49065,17.713057
2005-06-17,49.40844,,45.6856,17.769835
2005-06-20,49.236294,,45.681782,17.709503
2005-06-21,49.036957,,45.593857,17.606586
2005-06-22,49.055069,,45.681782,17.748545
2005-06-23,48.656403000000005,,45.127483000000005,17.48592
2005-06-24,47.958714,,44.745209,17.390099
2005-06-27,48.049316,,44.788559,17.461079
2005-06-28,48.864792,,45.245041,17.603037
2005-06-29,49.046021,,45.168312,17.546247
2005-06-30,48.928234,,44.945834999999995,17.418489
2005-07-01,48.991657000000004,,45.110786,17.57819
2005-07-05,49.752758,,45.502033000000004,17.606586
2005-07-06,49.508109999999995,,45.152972999999996,17.471718
2005-07-07,49.734619,,45.283394,17.461079
2005-07-08,50.604469,,45.839607,17.567549
2005-07-11,51.256840000000004,,46.165672,17.851460999999997
2005-07-12,51.392754,,46.242378,18.067954999999998
2005-07-13,51.057514000000005,,46.299934,18.064407
2005-07-14,50.903469,,46.345943,18.174425
2005-07-15,51.030334,,46.384315,18.085703
2005-07-18,50.767563,,46.192524,18.036013
2005-07-19,51.374621999999995,,46.495548,18.220556
2005-07-20,51.827678999999996,,46.645164,18.376717000000003
2005-07-21,51.193405,,46.361298,18.508029999999998
2005-07-22,51.383694,,46.675858000000005,18.536417
2005-07-25,51.501484000000005,,46.560767999999996,18.224111999999998
2005-07-26,51.737053,,46.618294,18.327036
2005-07-27,51.583031,,46.802425,18.454792
2005-07-28,52.371315,,47.124653,18.788403
2005-07-29,52.235416,,46.913685,18.632248
2005-08-01,52.543476,,46.848465000000004,18.848738
2005-08-02,52.887779,,47.136165999999996,19.228476
2005-08-03,52.588791,,47.174521999999996,19.263966
2005-08-04,51.854862,,46.756409000000005,19.111357
2005-08-05,51.401806,,46.395824,18.809692000000002
2005-08-08,51.084682,,46.242378,18.809692000000002
2005-08-09,51.211529,,46.480206,19.37044
2005-08-10,51.193405,,46.549267,19.288807000000002
2005-08-11,51.737053,,46.775589000000004,19.420126
2005-08-12,51.401806,,46.487891999999995,19.239117
2005-08-15,51.573966999999996,,46.7257,19.324299
2005-08-16,50.867222,,46.115790999999994,19.004889000000002
2005-08-17,50.894405,,46.111954,19.075872
2005-08-18,50.676956,,46.062096000000004,18.752914
2005-08-19,50.749432,,46.223202,18.703228
2005-08-22,50.858166,,46.181,18.95521
2005-08-23,50.776627000000005,,46.119633,18.724520000000002
2005-08-24,50.749432,,45.816589,18.486738
2005-08-25,50.840046,,45.962357,18.767115
2005-08-26,50.368896,,45.647816,18.561266
2005-08-29,50.722263,,45.966202,18.738716
2005-08-30,50.686005,,45.812748,18.543518
2005-08-31,51.63739,,46.403488,18.89842
2005-09-01,51.737053,,46.399654,19.090063
2005-09-02,51.265903,,46.28075,19.260416
2005-09-06,51.954521,,46.817776,19.480453
2005-09-07,52.253521,,46.971218,19.519499
2005-09-08,52.054192,,46.806267,19.526594
2005-09-09,52.552535999999996,,47.124653,19.767927
2005-09-12,52.57970400000001,,47.136165999999996,19.718237
2005-09-13,52.108551,,46.836952000000004,19.586927
2005-09-14,51.755184,,46.645164,19.675648000000002
2005-09-15,51.592083,,46.656681,19.743084
2005-09-16,52.054192,,46.97506,19.895689
2005-09-19,51.791424,,46.802425,19.931182999999997
2005-09-20,51.193405,,46.342117,19.94537
2005-09-21,50.441371999999994,,45.90099,20.016356
2005-09-22,50.559151,,46.058262,19.995060000000002
2005-09-23,50.794746,,46.15033,19.835352
2005-09-26,51.20248,,46.208141,20.101536
2005-09-27,51.311203000000006,,46.208141,19.938276000000002
2005-09-28,51.220589000000004,,46.250538,20.058943
2005-09-29,51.737053,,46.63596,20.424492
2005-09-30,52.063251,,46.770846999999996,20.452881
2005-10-03,52.416618,,46.793976,20.353507999999998
2005-10-04,51.945469,,46.223549,20.318014
2005-10-05,50.559151,,45.510532,19.938276000000002
2005-10-06,49.861484999999995,,45.325503999999995,19.313651999999998
2005-10-07,50.359825,,45.487392,19.597572
2005-10-10,49.69838,,45.090412,19.643704999999997
2005-10-11,49.290649,,44.936245,19.732439000000003
2005-10-12,48.556728,,44.600937,19.377537
2005-10-13,48.565781,,44.566231,19.086515
2005-10-14,49.354079999999996,,45.040302000000004,19.182341
2005-10-17,49.499054,,45.159782,19.271061
2005-10-18,48.864792,,44.701138,18.809692000000002
2005-10-19,49.653088000000004,,45.356353999999996,18.81679
2005-10-20,48.855736,,44.677994,18.202814
2005-10-21,49.218154999999996,,44.859173,18.802592999999998
2005-10-24,50.187672,,45.64156,19.224926
2005-10-25,49.970207,,45.529793,18.838085
2005-10-26,49.761806,,45.360203000000006,19.001341
2005-10-27,48.602028000000004,,44.762802,18.472542
2005-10-28,49.272514,,45.464259999999996,18.933908
2005-10-31,50.078941,,45.672401,19.295901999999998
2005-11-01,50.160484000000004,,45.757195,19.430769
2005-11-02,51.184357,,46.308346,19.846001
2005-11-03,51.410872999999995,,46.477928000000006,19.853102
2005-11-04,51.320259,,46.474056,19.803413
2005-11-07,51.456169,,46.508759000000005,19.775023
2005-11-08,51.347446000000005,,46.481777,19.657902
2005-11-09,51.347446000000005,,46.593552,19.892141
2005-11-10,51.528656,,46.871059,19.959570000000003
2005-11-11,51.791424,,47.079193,20.147669
2005-11-14,51.755184,,46.98283,20.112181
2005-11-15,51.284027,,46.797832,19.938276000000002
2005-11-16,51.284027,,46.886471,20.14057
2005-11-17,52.199158000000004,,47.325851,20.403198
2005-11-18,52.65219499999999,,47.630344,20.477724
2005-11-21,53.17773100000001,,47.842319,20.509667999999998
2005-11-22,53.60358000000001,,48.108257,20.452881
2005-11-23,53.567329,,48.331806,20.807782999999997
2005-11-25,53.685131000000005,,48.397324,20.754545
2005-11-28,52.715637,,47.961791999999996,20.637428
2005-11-29,52.769989,,47.969505,20.577095
2005-11-30,53.059943999999994,,47.780659,20.640978
2005-12-01,53.993202000000004,,48.378056,21.0917
2005-12-02,54.083801,,48.393463,21.105902
2005-12-05,53.911655,,48.285557,21.13784
2005-12-06,53.97508199999999,,48.277854999999995,21.400467000000003
2005-12-07,53.639832,,48.073593,21.254953
2005-12-08,53.830101,,48.081284000000004,21.162682
2005-12-09,53.9207,,48.193069,21.219471
2005-12-12,54.110977,,48.273987,21.45015
2005-12-13,54.029453000000004,,48.547653000000004,21.59211
2005-12-14,54.138172,,48.643993,21.506937
2005-12-15,53.784801,,48.520653,21.4466
2005-12-16,53.685131000000005,,48.462849,21.364973000000003
2005-12-19,52.833427,,48.054302,21.418209
2005-12-20,52.896843000000004,,48.092834,21.524681
2005-12-21,53.449546999999995,,48.266289,21.847639
2005-12-22,53.911655,,48.489826,21.826347
2005-12-23,54.129107999999995,,48.520653,21.978951000000002
2005-12-27,53.232502000000004,,48.075825,21.829786
2005-12-28,53.623516,,48.145584,21.844233
2005-12-29,53.459835,,47.967331,22.021212
2005-12-30,53.105194,,47.789082,21.988708
2006-01-03,54.032726000000004,,48.494316,22.71829
2006-01-04,54.460106,,48.846920000000004,23.01446
2006-01-05,54.669247,,48.815933,23.036129000000003
2006-01-06,55.23305500000001,,49.296413,23.411758
2006-01-09,55.69679300000001,,49.478527,23.614017
2006-01-10,56.078724,,49.548286,23.404535
2006-01-11,56.133293,,49.687775,23.570681
2006-01-12,55.824104000000005,,49.404903000000004,23.433424
2006-01-13,55.751366000000004,,49.459164,23.465937
2006-01-17,55.524025,,49.284794,23.018068
2006-01-18,55.460373,,49.133656,22.89888
2006-01-19,56.287876000000004,,49.401028000000004,23.541788
2006-01-20,55.396721,,48.533062,22.916935000000002
2006-01-23,55.533127,,48.676441,23.285341
2006-01-24,56.287876000000004,,48.823677,23.606791
2006-01-25,56.278763,,48.715191,23.617624
2006-01-26,57.024432999999995,,49.129803,23.978815
2006-01-27,57.288136,,49.521164,24.448342999999998
2006-01-30,57.57003,,49.571537,24.405006
2006-01-31,57.49728399999999,,49.327412,24.545868
2006-02-01,57.788273,,49.517284000000004,24.625324
2006-02-02,57.369980000000005,,49.075546,24.018547
2006-02-03,57.233578,,48.835293,23.7621
2006-02-06,57.433631999999996,,48.951546,24.271364000000002
2006-02-07,56.569752,,48.474937,23.776554
2006-02-08,56.93349499999999,,48.823677,23.80183
2006-02-09,56.74254200000001,,48.730671,23.809057
2006-02-10,56.59705400000001,,48.831429,23.84156
2006-02-13,56.069632999999996,,48.610546,23.310625
2006-02-14,56.451553000000004,,49.071667,23.783773
2006-02-15,56.988049,,49.257668,23.747654
2006-02-16,57.533653,,49.641277,24.163012
2006-02-17,57.470009,,49.583141,24.213579
2006-02-21,57.29724100000001,,49.443657,24.072720999999998
2006-02-22,57.633675,,49.831158,24.228026999999997
2006-02-23,57.615501,,49.70715,24.253307
2006-02-24,58.088352,,49.784641,24.321932
2006-02-27,58.242934999999996,,49.928028000000005,24.459187
2006-02-28,57.406361,,49.435925,24.018547
2006-03-01,58.424805000000006,,49.869888,24.51697
2006-03-02,58.379332999999995,,49.835029999999996,24.592821
2006-03-03,58.388435,,49.753646999999994,24.188301
2006-03-06,57.760985999999995,,49.389423,23.859617
2006-03-07,56.942589,,49.187923,22.992786
2006-03-08,57.00625600000001,,49.327412,23.173379999999998
2006-03-09,56.624325,,49.063919,23.075859
2006-03-10,57.197207999999996,,49.447528999999996,23.476772
2006-03-13,57.442726,,49.567657000000004,23.480383
2006-03-14,57.979240000000004,,50.079147,24.079941
2006-03-15,58.561211,,50.303886,24.311094
2006-03-16,58.615768,,50.412392,24.173847
2006-03-17,58.697613,,50.45113,24.267756
2006-03-20,58.752174,,50.344524,24.325542000000002
2006-03-21,58.070060999999995,,50.064407,23.859617
2006-03-22,58.843121,,50.367874,23.971588
2006-03-23,59.015919,,50.356190000000005,23.816278
2006-03-24,59.31604,,50.422340000000005,23.971588
2006-03-27,59.379706999999996,,50.387325,24.083551
2006-03-28,59.31604,,50.091648,23.809057
2006-03-29,60.11639399999999,,50.558514,24.094389000000003
2006-03-30,59.970879000000004,,50.422340000000005,24.267756
2006-03-31,60.280106,,50.449577000000005,24.300262
2006-04-03,59.825352,,50.395111,24.892601000000003
2006-04-04,60.20734,,50.686904999999996,25.152651000000002
2006-04-05,60.425613,,50.873653000000004,25.391026999999998
2006-04-06,60.398334999999996,,50.850304,25.347685000000002
2006-04-07,59.788982,,50.305618,25.033457000000002
2006-04-10,59.488876,,50.371761,24.997343
2006-04-11,58.806751,,49.916561,24.7409
2006-04-12,59.197815000000006,,50.017727,24.874546
2006-04-13,59.50705,,50.00605,24.892601000000003
2006-04-17,59.52521899999999,,49.928242,25.185164999999998
2006-04-18,60.743931,,50.788059000000004,25.972532
2006-04-19,61.45332,,50.939785,26.200070999999998
2006-04-20,61.162277,,51.009815,26.138676
2006-04-21,60.88945,,50.986484999999995,26.239803000000002
2006-04-24,60.589314,,50.838638,26.1495
2006-04-25,60.398334999999996,,50.67522,25.791945000000002
2006-04-26,60.480175,,50.686904999999996,26.25787
2006-04-27,60.152779,,50.834755,26.106176
2006-04-28,60.252807999999995,,50.932007,26.196463
2006-05-01,59.934502,,50.686904999999996,26.268704999999997
2006-05-02,60.416504,,50.986484999999995,26.723782
2006-05-03,60.134575,,50.838638,26.741846000000002
2006-05-04,60.934932999999994,,51.075962,26.962165999999996
2006-05-05,61.398745999999996,,51.511715,27.305286
2006-05-08,61.55336,,51.558417999999996,27.449765999999997
2006-05-09,61.55336,,51.554501,27.478657000000002
2006-05-10,61.135006000000004,,51.48447,27.330565999999997
2006-05-11,59.87084599999999,,50.819191,26.655159
2006-05-12,58.670315,,50.138309,26.066439000000003
2006-05-15,58.242867000000004,,50.192787,25.315186999999998
2006-05-16,57.988228,,50.033276,25.477713
2006-05-17,57.02417,,49.118992,24.668665
2006-05-18,56.305691,,48.889458000000005,24.195513000000002
2006-05-19,56.824089,,49.165676,24.477234
2006-05-22,56.123794999999994,,48.873886,23.176985000000002
2006-05-23,55.941902,,48.492603,23.245613
2006-05-24,55.569012,,48.659889,23.090307
2006-05-25,56.705859999999994,,49.33297,23.827116
2006-05-26,57.124203,,49.613106,24.014931
2006-05-30,55.669064,,48.714371,22.754414
2006-05-31,56.651286999999996,,49.29018,23.238388
2006-06-01,57.788128,,49.916561,23.693476
2006-06-02,57.751746999999995,,50.013832,23.931862
2006-06-05,56.151073,,49.17345,22.89888
2006-06-06,55.760002,,48.951702000000004,22.570204
2006-06-07,55.15976,,48.632656,22.259588
2006-06-08,54.768665000000006,,48.585964000000004,21.605852
2006-06-09,54.477631,,48.39922,21.464989000000003
2006-06-12,52.886058999999996,,47.765057,20.829310999999997
2006-06-13,51.821964,,47.197025,20.338108
2006-06-14,52.358562,,47.496615999999996,20.887104
2006-06-15,54.395779000000005,,48.59375,21.862297
2006-06-16,53.85009399999999,,48.340862,21.72504
2006-06-19,52.776908999999996,,47.854553,21.038803
2006-06-20,52.60411800000001,,47.866219,21.338581
2006-06-21,53.677299,,48.39922,21.829786
2006-06-22,53.495399,,48.13467,21.631135999999998
2006-06-23,53.89558,,48.208595,21.779215
2006-06-26,54.377602,,48.444988,21.670862
2006-06-27,53.449928,,47.983902,21.475828
2006-06-28,53.531783999999995,,48.323856,21.959803
2006-06-29,55.623577000000004,,49.37888,23.155314999999998
